,训练集损失值,训练集准确率,测试集损失值,测试集准确率,灵敏度,特异性
0,374.1685639619827,0.5027829313543599,94.46003746986389,0.4740740740740741,0.014084507042253521,0.984375
1,372.8608115911484,0.562152133580705,94.63556456565857,0.4740740740740741,0.0,1.0
2,372.38847756385803,0.5658627087198516,94.69456136226654,0.4740740740740741,0.0,1.0
3,371.53849148750305,0.5658627087198516,94.82841503620148,0.4740740740740741,0.0,1.0
4,370.9461691379547,0.5640074211502782,95.08634078502655,0.4740740740740741,0.0,1.0
5,370.47964680194855,0.5640074211502782,95.08361315727234,0.4740740740740741,0.0,1.0
6,370.0412617921829,0.5640074211502782,95.36157143115997,0.4740740740740741,0.0,1.0
7,369.68921661376953,0.5640074211502782,95.47143137454987,0.4740740740740741,0.0,1.0
8,369.313942193985,0.5640074211502782,95.37903499603271,0.4740740740740741,0.0,1.0
9,368.9427692890167,0.5640074211502782,95.43781185150146,0.4740740740740741,0.0,1.0
10,368.57044756412506,0.5640074211502782,95.46946454048157,0.4740740740740741,0.0,1.0
11,367.90322184562683,0.5640074211502782,95.72374486923218,0.4740740740740741,0.0,1.0
12,368.0110924243927,0.5640074211502782,95.7740786075592,0.4740740740740741,0.0,1.0
13,367.6853164434433,0.5640074211502782,95.78254616260529,0.4740740740740741,0.0,1.0
14,367.0732544660568,0.5640074211502782,95.54851281642914,0.4740740740740741,0.0,1.0
15,366.5283007621765,0.5640074211502782,95.70761406421661,0.4740740740740741,0.0,1.0
16,365.8420362472534,0.5640074211502782,95.38112998008728,0.4740740740740741,0.0,1.0
17,365.2664084434509,0.5640074211502782,95.62133276462555,0.4740740740740741,0.0,1.0
18,364.71675753593445,0.5640074211502782,95.4917002916336,0.4740740740740741,0.0,1.0
19,364.2695780992508,0.5677179962894249,95.34297335147858,0.4740740740740741,0.0,1.0
20,363.4601286649704,0.5640074211502782,95.13757228851318,0.4740740740740741,0.0,1.0
21,362.1398252248764,0.5677179962894249,95.05676126480103,0.4666666666666667,0.0,0.984375
22,361.3890264034271,0.5714285714285714,94.61743664741516,0.4740740740740741,0.014084507042253521,0.984375
23,360.25519716739655,0.5769944341372912,94.41754496097565,0.48148148148148145,0.028169014084507043,0.984375
24,358.11189568042755,0.5974025974025974,95.11788964271545,0.4740740740740741,0.014084507042253521,0.984375
25,357.7333570718765,0.601113172541744,94.76338505744934,0.4962962962962963,0.056338028169014086,0.984375
26,355.0916233062744,0.6029684601113172,93.58536994457245,0.5111111111111111,0.1267605633802817,0.9375
27,354.353453874588,0.6233766233766234,93.59044075012207,0.5333333333333333,0.16901408450704225,0.9375
28,352.0902569293976,0.634508348794063,93.43063735961914,0.5333333333333333,0.16901408450704225,0.9375
29,349.86025989055634,0.6493506493506493,92.9848780632019,0.5333333333333333,0.16901408450704225,0.9375
30,348.0526328086853,0.6660482374768089,92.78599214553833,0.5333333333333333,0.18309859154929578,0.921875
31,345.5454816222191,0.6846011131725418,92.5362753868103,0.5481481481481482,0.22535211267605634,0.90625
32,343.6743912100792,0.6846011131725418,92.45194208621979,0.5407407407407407,0.19718309859154928,0.921875
33,340.2568262219429,0.7087198515769945,91.8209417462349,0.5481481481481482,0.23943661971830985,0.890625
34,337.44476783275604,0.7272727272727273,91.98856800794601,0.5481481481481482,0.23943661971830985,0.890625
35,334.33163142204285,0.7235621521335807,92.0752883553505,0.5481481481481482,0.22535211267605634,0.90625
36,331.28331089019775,0.7291280148423006,90.69072127342224,0.5555555555555556,0.3380281690140845,0.796875
37,327.58286714553833,0.7458256029684601,89.89045912027359,0.5925925925925926,0.5211267605633803,0.671875
38,324.6575797200203,0.7532467532467533,91.36269330978394,0.5777777777777777,0.28169014084507044,0.90625
39,320.85446858406067,0.7662337662337663,92.02997690439224,0.5703703703703704,0.2676056338028169,0.90625
40,317.08132684230804,0.7699443413729128,90.24747544527054,0.562962962962963,0.3380281690140845,0.8125
41,311.71463763713837,0.7996289424860853,91.29159224033356,0.5851851851851851,0.30985915492957744,0.890625
42,308.58070158958435,0.7903525046382189,88.82792335748672,0.6,0.5070422535211268,0.703125
43,304.1700833439827,0.8144712430426716,89.17658883333206,0.5851851851851851,0.4507042253521127,0.734375
44,298.2063460946083,0.8181818181818182,93.13187003135681,0.5777777777777777,0.28169014084507044,0.90625
45,294.97798132896423,0.8293135435992579,88.97371542453766,0.5925925925925926,0.4647887323943662,0.734375
46,290.01104736328125,0.8181818181818182,91.47165393829346,0.5777777777777777,0.323943661971831,0.859375
47,286.26055574417114,0.8348794063079777,89.64238530397415,0.6,0.4084507042253521,0.8125
48,281.4480743408203,0.8404452690166976,87.35382461547852,0.6296296296296297,0.6056338028169014,0.65625
49,278.72909116744995,0.8441558441558441,89.92914712429047,0.6074074074074074,0.4647887323943662,0.765625
50,272.5629200935364,0.8571428571428571,92.04202145338058,0.6,0.3380281690140845,0.890625
51,269.4539188146591,0.8682745825602969,88.87608706951141,0.6074074074074074,0.5211267605633803,0.703125
52,264.1762800812721,0.8738404452690167,87.30783426761627,0.6370370370370371,0.5915492957746479,0.6875
53,259.8419146537781,0.8812615955473099,87.22397971153259,0.6370370370370371,0.5915492957746479,0.6875
54,259.4907001256943,0.8775510204081632,86.68487852811813,0.6518518518518519,0.7323943661971831,0.5625
55,250.9977484345436,0.8942486085343229,87.7416040301323,0.6370370370370371,0.8169014084507042,0.4375
56,251.65479344129562,0.8794063079777366,87.85963040590286,0.6148148148148148,0.5492957746478874,0.6875
57,246.98777145147324,0.9035250463821892,89.74694526195526,0.6222222222222222,0.5070422535211268,0.75
58,241.2329941391945,0.9109461966604824,88.35424160957336,0.6222222222222222,0.5633802816901409,0.6875
59,238.6369497179985,0.8998144712430427,93.40111935138702,0.5925925925925926,0.36619718309859156,0.84375
60,236.3224790096283,0.9109461966604824,87.58677661418915,0.6444444444444445,0.6338028169014085,0.65625
61,233.4691778421402,0.9165120593692022,90.04770582914352,0.6148148148148148,0.4788732394366197,0.765625
62,230.79808342456818,0.9183673469387755,89.00796449184418,0.6148148148148148,0.5070422535211268,0.734375
63,225.37759464979172,0.9294990723562152,88.96978658437729,0.6222222222222222,0.5211267605633803,0.734375
64,222.27564597129822,0.9369202226345084,90.00467067956924,0.6074074074074074,0.49295774647887325,0.734375
